# ingredients --> cappuccino - make_a_cappuccino,,
input,,
contains,[fillable]_(l),lemon_juice.n.01_(i)
contains,[fillable]_(l),vinegar.n.01_(j)
contains,[fillable]_(l),sodium_carbonate.n.01_(k)
part_inside,[mixing_stick]_(m),[fillable]_(l)
output,,
real,lemon_stain_remover.n.01_(n),
contains,[fillable]_(l),lemon_stain_remover.n.01_(n)
,,
"# ingredients --> lemonade, make_lemonade",,
input,,
real,water.n.06_(i),
real,granulated_sugar.n.01_(j),
real,lemon_juice.n.01_(k),
transition requirement,,
real,[fillable]_(l),
real,[mixing_stick]_(m),
contains,[fillable]_(l),water.n.06_(i)
contains,[fillable]_(l),granulated_sugar.n.01_(j)
contains,[fillable]_(l),lemon_juice.n.01_(k)
part_inside,[mixing_stick]_(m),[fillable]_(l)
output,,
real,lemonade.n.01_(n),
contains,[fillable]_(l),lemonade.n.01_(n)
,,
"# ingredients --> limeade, make_limeade",,
input,,
real,water.n.06_(i),
real,granulated_sugar.n.01_(j),
real,lime_juice.n.01_(k),
transition requirement,,
real,[fillable]_(l),
real,[mixing_stick]_(m),
contains,[fillable]_(l),water.n.06_(i)
contains,[fillable]_(l),granulated_sugar.n.01_(j)
contains,[fillable]_(l),lime_juice.n.01_(k)
part_inside,[mixing_stick]_(m),[fillable]_(l)
output,,
real,limeade.n.01_(n),
contains,[fillable]_(l),limeade.n.01_(n)
,,
"# ingredients --> poultry seasoning, make_poultry_seasoning",,
input,,
real,rosemary.n.02_(i),
real,sage.n.02_(j),
real,thyme.n.01_(k),
real,black_pepper.n.02_(l),
real,nutmeg.n.02_(m),
transition requirement,,
real,[fillable]_(n),
real,[mixing_stick]_(o),
contains,[fillable]_(n),rosemary.n.02_(i)
contains,[fillable]_(n),sage.n.02_(j)
contains,[fillable]_(n),thyme.n.01_(k)
contains,[fillable]_(n),black_pepper.n.02_(l)
contains,[fillable]_(n),nutmeg.n.02_(m)
part_inside,[mixing_stick]_(o),[fillable]_(n)
output,,
real,poultry_seasoning.n.01_(p),
contains,[fillable]_(n),poultry_seasoning.n.01_(p)
,,
"# ingredients --> pumpkin pie spice, make_pumpkin_pie_spice",,
input,,
real,cinnamon.n.03_(i),
real,ginger.n.02_(j),
real,nutmeg.n.02_(k),
real,allspice.n.03_(l),
real,clove.n.04_(m),
transition requirement,,
real,[fillable]_(n),
real,[mixing_stick]_(o),
contains,[fillable]_(n),cinnamon.n.03_(i)
contains,[fillable]_(n),ginger.n.02_(j)
contains,[fillable]_(n),nutmeg.n.02_(k)
contains,[fillable]_(n),allspice.n.03_(l)
contains,[fillable]_(n),clove.n.04_(m)
part_inside,[mixing_stick]_(o),[fillable]_(n)
output,,
real,pumpkin_pie_spice.n.01_(p),
contains,[fillable]_(n),pumpkin_pie_spice.n.01_(p)
,,
"# ingredients --> hot toddy, make_warm_drinks_for_the_holidays",,
input,,
real,bourbon.n.02_(i),
real,honey.n.01_(j),
real,lemon_juice.n.01_(k),
real,water.n.06_(l),
transition requirement,,
real,[fillable]_(m),
real,[mixing_stick]_(n),
contains,[fillable]_(m),bourbon.n.02_(i)
contains,[fillable]_(m),honey.n.01_(j)
contains,[fillable]_(m),lemon_juice.n.01_(k)
contains,[fillable]_(m),water.n.06_(l)
part_inside,[mixing_stick]_(n),[fillable]_(m)
output,,
real,hot_toddy.n.01_(o),
contains,[fillable]_(m),hot_toddy.n.01_(o)
