synset,property,gpt3_answer,human_review,require_coldsource_temperature,value(C),source,comment,requires_toggled_on,requires_closed,requires_inside
gaming_table.n.01,sliceable,0,0,FALSE,,,,,,
gaming_table.n.01,slicer,1,0,FALSE,,,,,,
gaming_table.n.01,soakable,0,0,FALSE,,,,,,
grandfather_clock.n.01,liquid,0,0,FALSE,,,,,,
grandfather_clock.n.01,heatSource,0,0,FALSE,,,,,,
grandfather_clock.n.01,fireSource,0,0,FALSE,,,,,,
grandfather_clock.n.01,cookable,0,0,FALSE,,,,,,
grandfather_clock.n.01,coldSource,0,0,FALSE,,,,,,
grandfather_clock.n.01,sliceable,0,0,FALSE,,,,,,
grandfather_clock.n.01,slicer,1,0,FALSE,,,,,,
grandfather_clock.n.01,soakable,0,0,FALSE,,,,,,
guitar.n.01,liquid,0,0,FALSE,,,,,,
guitar.n.01,heatSource,0,0,FALSE,,,,,,
guitar.n.01,fireSource,0,0,FALSE,,,,,,
guitar.n.01,cookable,0,0,FALSE,,,,,,
guitar.n.01,coldSource,0,0,FALSE,,,,,,
guitar.n.01,sliceable,0,0,FALSE,,,,,,
guitar.n.01,slicer,1,0,FALSE,,,,,,
guitar.n.01,soakable,0,0,FALSE,,,,,,
heater.n.01,liquid,0,0,FALSE,,,,,,
heater.n.01,heatSource,1,1,FALSE,,,,,,
heater.n.01,fireSource,0,0,FALSE,,,,,,
heater.n.01,cookable,0,0,FALSE,,,,,,
heater.n.01,coldSource,0,0,FALSE,,,,,,
heater.n.01,sliceable,0,0,FALSE,,,,,,
heater.n.01,slicer,1,0,FALSE,,,,,,
heater.n.01,soakable,0,0,FALSE,,,,,,
highchair.n.01,liquid,0,0,FALSE,,,,,,
highchair.n.01,heatSource,0,0,FALSE,,,,,,
highchair.n.01,fireSource,0,0,FALSE,,,,,,
highchair.n.01,cookable,0,0,FALSE,,,,,,
highchair.n.01,coldSource,1,0,FALSE,,,,,,
highchair.n.01,sliceable,0,0,FALSE,,,,,,
highchair.n.01,slicer,1,0,FALSE,,,,,,
highchair.n.01,soakable,1,0,FALSE,,,,,,
laptop.n.01,liquid,0,0,FALSE,,,,,,
laptop.n.01,heatSource,0,0,FALSE,,,,,,
laptop.n.01,fireSource,0,0,FALSE,,,,,,
laptop.n.01,cookable,0,0,FALSE,,,,,,
laptop.n.01,coldSource,0,0,FALSE,,,,,,
laptop.n.01,sliceable,0,0,FALSE,,,,,,
laptop.n.01,slicer,1,0,FALSE,,,,,,
laptop.n.01,soakable,0,0,FALSE,,,,,,
loudspeaker.n.01,liquid,0,0,FALSE,,,,,,
loudspeaker.n.01,heatSource,0,0,FALSE,,,,,,
loudspeaker.n.01,fireSource,0,0,FALSE,,,,,,
loudspeaker.n.01,cookable,0,0,FALSE,,,,,,
loudspeaker.n.01,coldSource,0,0,FALSE,,,,,,
loudspeaker.n.01,sliceable,0,0,FALSE,,,,,,
loudspeaker.n.01,slicer,1,0,FALSE,,,,,,
loudspeaker.n.01,soakable,0,0,FALSE,,,,,,
microwave.n.02,liquid,0,0,FALSE,,,,,,
microwave.n.02,heatSource,1,1,FALSE,,,,,,
microwave.n.02,fireSource,1,0,FALSE,,,,,,
microwave.n.02,cookable,0,0,FALSE,,,,,,
microwave.n.02,coldSource,0,0,FALSE,,,,,,
microwave.n.02,sliceable,0,0,FALSE,,,,,,
microwave.n.02,slicer,1,0,FALSE,,,,,,
microwave.n.02,soakable,0,0,FALSE,,,,,,
mirror.n.01,liquid,0,0,FALSE,,,,,,
mirror.n.01,heatSource,0,0,FALSE,,,,,,
mirror.n.01,fireSource,0,0,FALSE,,,,,,
mirror.n.01,cookable,0,0,FALSE,,,,,,
mirror.n.01,coldSource,0,0,FALSE,,,,,,
mirror.n.01,sliceable,0,0,FALSE,,,,,,
mirror.n.01,slicer,1,0,FALSE,,,,,,
mirror.n.01,soakable,0,0,FALSE,,,,,,
monitor.n.04,liquid,0,0,FALSE,,,,,,
monitor.n.04,heatSource,0,0,FALSE,,,,,,
monitor.n.04,fireSource,0,0,FALSE,,,,,,
monitor.n.04,cookable,0,0,FALSE,,,,,,
monitor.n.04,coldSource,0,0,FALSE,,,,,,
monitor.n.04,sliceable,0,0,FALSE,,,,,,
monitor.n.04,slicer,1,0,FALSE,,,,,,
monitor.n.04,soakable,0,0,FALSE,,,,,,
oven.n.01,liquid,0,0,FALSE,,,,,,
oven.n.01,heatSource,1,1,FALSE,,,,,,
oven.n.01,fireSource,1,0,FALSE,,,,,,
oven.n.01,cookable,0,0,FALSE,,,,,,
oven.n.01,coldSource,0,0,FALSE,,,,,,
oven.n.01,sliceable,0,0,FALSE,,,,,,
oven.n.01,slicer,1,0,FALSE,,,,,,
oven.n.01,soakable,0,0,FALSE,,,,,,
pedestal_table.n.01,liquid,0,0,FALSE,,,,,,
pedestal_table.n.01,heatSource,0,0,FALSE,,,,,,
pedestal_table.n.01,fireSource,0,0,FALSE,,,,,,
pedestal_table.n.01,cookable,0,0,FALSE,,,,,,
pedestal_table.n.01,coldSource,0,0,FALSE,,,,,,
pedestal_table.n.01,sliceable,0,0,FALSE,,,,,,
pedestal_table.n.01,slicer,0,0,FALSE,,,,,,
pedestal_table.n.01,soakable,0,0,FALSE,,,,,,
piano.n.01,liquid,0,0,FALSE,,,,,,
piano.n.01,heatSource,0,0,FALSE,,,,,,
piano.n.01,fireSource,0,0,FALSE,,,,,,
piano.n.01,cookable,0,0,FALSE,,,,,,
piano.n.01,coldSource,0,0,FALSE,,,,,,
piano.n.01,sliceable,0,0,FALSE,,,,,,
piano.n.01,slicer,1,0,FALSE,,,,,,
piano.n.01,soakable,0,0,FALSE,,,,,,
photograph.n.01,liquid,0,0,FALSE,,,,,,
photograph.n.01,heatSource,0,0,FALSE,,,,,,
photograph.n.01,fireSource,0,0,FALSE,,,,,,
photograph.n.01,cookable,0,0,FALSE,,,,,,
photograph.n.01,coldSource,0,0,FALSE,,,,,,
photograph.n.01,sliceable,0,0,FALSE,,,,,,
photograph.n.01,slicer,0,0,FALSE,,,,,,
photograph.n.01,soakable,0,0,FALSE,,,,,,
pillow.n.01,liquid,0,0,FALSE,,,,,,
pillow.n.01,heatSource,0,0,FALSE,,,,,,
pillow.n.01,fireSource,0,0,FALSE,,,,,,
pillow.n.01,cookable,0,0,FALSE,,,,,,
pillow.n.01,coldSource,0,0,FALSE,,,,,,
pillow.n.01,sliceable,0,0,FALSE,,,,,,
pillow.n.01,slicer,0,0,FALSE,,,,,,
pillow.n.01,soakable,0,1,FALSE,,,,,,
pool_table.n.01,liquid,0,0,FALSE,,,,,,
pool_table.n.01,heatSource,0,0,FALSE,,,,,,
pool_table.n.01,fireSource,0,0,FALSE,,,,,,
pool_table.n.01,cookable,0,0,FALSE,,,,,,
pool_table.n.01,coldSource,0,0,FALSE,,,,,,
pool_table.n.01,sliceable,0,0,FALSE,,,,,,
pool_table.n.01,slicer,0,0,FALSE,,,,,,
pool_table.n.01,soakable,0,0,FALSE,,,,,,
pot_plant.n.01,liquid,0,0,FALSE,,,,,,
pot_plant.n.01,heatSource,0,0,FALSE,,,,,,
pot_plant.n.01,fireSource,0,0,FALSE,,,,,,
pot_plant.n.01,cookable,0,0,FALSE,,,,,,
pot_plant.n.01,coldSource,0,0,FALSE,,,,,,
pot_plant.n.01,sliceable,0,0,FALSE,,,,,,
pot_plant.n.01,slicer,0,0,FALSE,,,,,,
pot_plant.n.01,soakable,0,0,FALSE,,,,,,
rail_fence.n.01,liquid,0,0,FALSE,,,,,,
rail_fence.n.01,heatSource,0,0,FALSE,,,,,,
rail_fence.n.01,fireSource,0,0,FALSE,,,,,,
rail_fence.n.01,cookable,0,0,FALSE,,,,,,
rail_fence.n.01,coldSource,0,0,FALSE,,,,,,
rail_fence.n.01,sliceable,0,0,FALSE,,,,,,
rail_fence.n.01,slicer,0,0,FALSE,,,,,,
rail_fence.n.01,soakable,0,0,FALSE,,,,,,
range_hood.n.01,liquid,0,0,FALSE,,,,,,
range_hood.n.01,heatSource,0,0,FALSE,,,,,,
range_hood.n.01,fireSource,0,0,FALSE,,,,,,
range_hood.n.01,cookable,0,0,FALSE,,,,,,
range_hood.n.01,coldSource,0,0,FALSE,,,,,,
range_hood.n.01,sliceable,0,0,FALSE,,,,,,
range_hood.n.01,slicer,0,0,FALSE,,,,,,
range_hood.n.01,soakable,0,0,FALSE,,,,,,
rocking_chair.n.01,liquid,0,0,FALSE,,,,,,
rocking_chair.n.01,heatSource,0,0,FALSE,,,,,,
rocking_chair.n.01,fireSource,0,0,FALSE,,,,,,
rocking_chair.n.01,cookable,0,0,FALSE,,,,,,
rocking_chair.n.01,coldSource,0,0,FALSE,,,,,,
rocking_chair.n.01,sliceable,0,0,FALSE,,,,,,
rocking_chair.n.01,slicer,1,0,FALSE,,,,,,
rocking_chair.n.01,soakable,0,0,FALSE,,,,,,
shelf.n.01,liquid,0,0,FALSE,,,,,,
shelf.n.01,heatSource,0,0,FALSE,,,,,,
shelf.n.01,fireSource,0,0,FALSE,,,,,,
shelf.n.01,cookable,0,0,FALSE,,,,,,
shelf.n.01,coldSource,0,0,FALSE,,,,,,
shelf.n.01,sliceable,0,0,FALSE,,,,,,
shelf.n.01,slicer,0,0,FALSE,,,,,,
shelf.n.01,soakable,0,0,FALSE,,,,,,
shower.n.01,liquid,0,0,FALSE,,,,,,
shower.n.01,heatSource,0,0,FALSE,,,,,,
shower.n.01,fireSource,0,0,FALSE,,,,,,
shower.n.01,cookable,1,0,FALSE,,,,,,
shower.n.01,coldSource,1,0,FALSE,,,,,,
shower.n.01,sliceable,0,0,FALSE,,,,,,
shower.n.01,slicer,1,0,FALSE,,,,,,
shower.n.01,soakable,0,0,FALSE,,,,,,
sink.n.01,liquid,0,0,FALSE,,,,,,
sink.n.01,heatSource,0,0,FALSE,,,,,,
sink.n.01,fireSource,0,0,FALSE,,,,,,
sink.n.01,cookable,1,0,FALSE,,,,,,
sink.n.01,coldSource,1,0,FALSE,,,,,,
sink.n.01,sliceable,0,0,FALSE,,,,,,
sink.n.01,slicer,0,0,FALSE,,,,,,
sink.n.01,soakable,0,0,FALSE,,,,,,
sofa.n.01,liquid,0,0,FALSE,,,,,,
sofa.n.01,heatSource,0,0,FALSE,,,,,,
sofa.n.01,fireSource,0,0,FALSE,,,,,,
sofa.n.01,cookable,0,0,FALSE,,,,,,
sofa.n.01,coldSource,0,0,FALSE,,,,,,
sofa.n.01,sliceable,0,0,FALSE,,,,,,
sofa.n.01,slicer,0,0,FALSE,,,,,,
sofa.n.01,soakable,0,0,FALSE,,,,,,
stand.n.04,liquid,0,0,FALSE,,,,,,
stand.n.04,heatSource,0,0,FALSE,,,,,,
stand.n.04,fireSource,0,0,FALSE,,,,,,
stand.n.04,cookable,0,0,FALSE,,,,,,
stand.n.04,coldSource,0,0,FALSE,,,,,,
stand.n.04,sliceable,0,0,FALSE,,,,,,
stand.n.04,slicer,1,0,FALSE,,,,,,
stand.n.04,soakable,1,0,FALSE,,,,,,
television_receiver.n.01,liquid,0,0,FALSE,,,,,,
television_receiver.n.01,heatSource,0,0,FALSE,,,,,,
television_receiver.n.01,fireSource,0,0,FALSE,,,,,,
television_receiver.n.01,cookable,0,0,FALSE,,,,,,
television_receiver.n.01,coldSource,0,0,FALSE,,,,,,
television_receiver.n.01,sliceable,0,0,FALSE,,,,,,
television_receiver.n.01,slicer,1,0,FALSE,,,,,,
television_receiver.n.01,soakable,0,0,FALSE,,,,,,
stool.n.01,liquid,0,0,FALSE,,,,,,
stool.n.01,heatSource,0,0,FALSE,,,,,,
stool.n.01,fireSource,0,0,FALSE,,,,,,
stool.n.01,cookable,0,0,FALSE,,,,,,
stool.n.01,coldSource,0,0,FALSE,,,,,,
stool.n.01,sliceable,0,0,FALSE,,,,,,
stool.n.01,slicer,0,0,FALSE,,,,,,
stool.n.01,soakable,1,0,FALSE,,,,,,
stove.n.01,liquid,0,0,FALSE,,,,,,
stove.n.01,heatSource,1,0,FALSE,,,,,,
stove.n.01,fireSource,1,0,FALSE,,,,,,
stove.n.01,cookable,0,0,FALSE,,,,,,
stove.n.01,coldSource,0,0,FALSE,,,,,,
stove.n.01,sliceable,0,0,FALSE,,,,,,
stove.n.01,slicer,1,0,FALSE,,,,,,
stove.n.01,soakable,0,0,FALSE,,,,,,
straight_chair.n.01,liquid,0,0,FALSE,,,,,,
straight_chair.n.01,heatSource,0,0,FALSE,,,,,,
straight_chair.n.01,fireSource,0,0,FALSE,,,,,,
straight_chair.n.01,cookable,0,0,FALSE,,,,,,
straight_chair.n.01,coldSource,0,0,FALSE,,,,,,
straight_chair.n.01,sliceable,0,0,FALSE,,,,,,
straight_chair.n.01,slicer,0,0,FALSE,,,,,,
straight_chair.n.01,soakable,0,0,FALSE,,,,,,
swivel_chair.n.01,liquid,0,0,FALSE,,,,,,
swivel_chair.n.01,heatSource,0,0,FALSE,,,,,,
swivel_chair.n.01,fireSource,0,0,FALSE,,,,,,
swivel_chair.n.01,cookable,0,0,FALSE,,,,,,
swivel_chair.n.01,coldSource,0,0,FALSE,,,,,,
swivel_chair.n.01,sliceable,0,0,FALSE,,,,,,
swivel_chair.n.01,slicer,1,0,FALSE,,,,,,
swivel_chair.n.01,soakable,0,0,FALSE,,,,,,
table_lamp.n.01,liquid,0,0,FALSE,,,,,,
table_lamp.n.01,heatSource,0,0,FALSE,,,,,,
table_lamp.n.01,fireSource,0,0,FALSE,,,,,,
table_lamp.n.01,cookable,0,0,FALSE,,,,,,
table_lamp.n.01,coldSource,0,0,FALSE,,,,,,
table_lamp.n.01,sliceable,0,0,FALSE,,,,,,
table_lamp.n.01,slicer,1,0,FALSE,,,,,,
table_lamp.n.01,soakable,0,0,FALSE,,,,,,
toilet.n.02,liquid,0,0,FALSE,,,,,,
toilet.n.02,heatSource,0,0,FALSE,,,,,,
toilet.n.02,fireSource,0,0,FALSE,,,,,,
toilet.n.02,cookable,0,0,FALSE,,,,,,
toilet.n.02,coldSource,0,0,FALSE,,,,,,
toilet.n.02,sliceable,0,0,FALSE,,,,,,
toilet.n.02,slicer,1,0,FALSE,,,,,,
toilet.n.02,soakable,0,0,FALSE,,,,,,
towel_rack.n.01,liquid,0,0,FALSE,,,,,,
towel_rack.n.01,heatSource,0,0,FALSE,,,,,,
towel_rack.n.01,fireSource,0,0,FALSE,,,,,,
towel_rack.n.01,cookable,0,0,FALSE,,,,,,
towel_rack.n.01,coldSource,0,0,FALSE,,,,,,
towel_rack.n.01,sliceable,0,0,FALSE,,,,,,
towel_rack.n.01,slicer,1,0,FALSE,,,,,,
towel_rack.n.01,soakable,0,0,FALSE,,,,,,
ashcan.n.01,liquid,0,0,FALSE,,,,,,
ashcan.n.01,heatSource,0,0,FALSE,,,,,,
ashcan.n.01,fireSource,0,0,FALSE,,,,,,
ashcan.n.01,cookable,0,0,FALSE,,,,,,
ashcan.n.01,coldSource,0,0,FALSE,,,,,,
ashcan.n.01,sliceable,0,0,FALSE,,,,,,
ashcan.n.01,slicer,1,0,FALSE,,,,,,
ashcan.n.01,soakable,0,0,FALSE,,,,,,
treadmill.n.01,liquid,0,0,FALSE,,,,,,
treadmill.n.01,heatSource,0,0,FALSE,,,,,,
treadmill.n.01,fireSource,0,0,FALSE,,,,,,
treadmill.n.01,cookable,0,0,FALSE,,,,,,
treadmill.n.01,coldSource,0,0,FALSE,,,,,,
treadmill.n.01,sliceable,0,0,FALSE,,,,,,
treadmill.n.01,slicer,0,0,FALSE,,,,,,
treadmill.n.01,soakable,0,0,FALSE,,,,,,
wall_clock.n.01,liquid,0,0,FALSE,,,,,,
wall_clock.n.01,heatSource,0,0,FALSE,,,,,,
wall_clock.n.01,fireSource,0,0,FALSE,,,,,,
wall_clock.n.01,cookable,0,0,FALSE,,,,,,
wall_clock.n.01,coldSource,0,0,FALSE,,,,,,
wall_clock.n.01,sliceable,0,0,FALSE,,,,,,
wall_clock.n.01,slicer,1,0,FALSE,,,,,,
wall_clock.n.01,soakable,0,0,FALSE,,,,,,
